vassdragNr,vatnLnr,"Land principally occupied by agriculture, with significant areas of natural vegetation",Broad-leaved forest,Moors and heathland,Sparsely vegetated areas,Peat bogs,Water bodies,Discontinuous urban fabric,Non-irrigated arable land,Coniferous forest,Transitional woodland-shrub,Complex cultivation patterns,Water courses,Mixed forest,Industrial or commercial units,Green urban areas,Sport and leisure facilities,Continuous urban fabric,Road and rail networks and associated land,Airports,Pastures,Bare rocks,Mineral extraction sites,Inland marshes,Glaciers and perpetual snow,Sea and ocean,Port areas,Natural grasslands,Intertidal flats,mean_ndsi,fractional_snow_cover,mean_ndvi,total_road_length,road_density,total_ditch_length,ditch_density,unbuilt,res_built,nres_built,total_population,population_density,gHM
062.E11,2085,15.932252593622517,15.437719954977666,2.482339938985571,23.43249451226655,1.8564072789500223,0.5538663692340601,0,0,35.95675003947093,2.7156004420744906,0,0,1.632568870418188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4711845144904487,0.6197413263628929,0.7810647933186617,20471.412087759523,0.0014007695510375,5072.592579926559,3.470954128771868e-4,0.99766,0.001656,6.16e-4,0,0,0.35538713826927404
062.E23,2085,14.020124438093536,13.052390733912569,7.391648273134385,5.081930959398138,0,1.3092367428350282,16.51165065472469,0,34.196234535611154,0,0,0,5.9777916703879015,0,2.458991991902593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3233200370334113,0.39420560872690935,0.7794651984021421,41754.70405817744,0.00463987349921446,4564.943262163912,5.072664205216371e-4,0.923626,0.067689,0.008719,5049.705054235214,566.966477820236,0.5102069928852961
062.E130,2085,29.28738519356509,31.608919908730083,0,0,0,3.562594673364907,0,0,35.54110022433992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39971676570668113,0.4367821677904411,0.8169550200896956,1105.41910078436,0.00474711792889385,159.21900510795498,6.837509802683064e-4,0.99859,0.00335,8e-6,0,0,0.4749565263420849
062.E14A0,2085,0,29.701179446189407,0,0,0,0.1748717544590421,0,0,70.12394879935154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3179474265608832,0.19084518280195145,0.8105776901681406,1379.7377614151767,0.00203657287613039,25.95186826402523,3.830646117651555e-5,0.999732,7.31e-4,1.46e-4,4.887189705882353,7.289266704698609,0.3288478709157856
062.E1Z,2085,4.366040838401968,25.68385677117977,6.568797855798525,23.708997489853644,0.7478098918521653,0.00130850374777281,0.00861431633950438,2.049989204844081,11.029050964040136,0,1.869960897546337,0,1.0587976159061716,0,0,0,0,0,0,0,22.906775650489923,0,0,0,0,0,0,0,0.5960130001343643,0.8533305467745663,0.6230603380750236,66351.76813889177,7.20239090024364e-4,17983.13602932189,1.952044066471728e-4,0.999469,2.29e-4,3.05e-4,221.5526,2.429710224213294,0.24480679135540373
062.E140,2085,8.918295129581562,21.595669691375925,0,7.024492365143467,0,0.7647822940168281,0,0,55.83547279058308,0,4.817374043138059,0,0.9621074420106892,0,0,0,0,0,0,0,0.08180624415038204,0,0,0,0,0,0,0,0.375162388959888,0.37067882992940254,0.8210236207962051,17402.467481510525,0.00187436927721679,4718.193497768944,5.081829312755914e-4,0.999548,0,3.93e-4,0.629904450980392,0.06855071002545256,0.40743814818233887
089.B8Z,1807,0,30.850835514741934,29.741254392189852,35.25861245180928,0,0.02302815544474887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.126269485814187,0,0,0,0,0,0,0,0.7113746827634233,0.9649109266819634,0.609819815544387,2163.663942865328,1.9409961602342312e-4,118.9014216078526,1.066649946024442e-5,1.000016,0,0,0,0,0.23500081057799585
089.B3,1807,0.8063697330803966,41.20661554492746,32.11825687338018,22.217917546156517,0,0.5773906538060758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0734496486493708,0,0,0,0,0,0,0,0.5277701510383725,0.7265675562963123,0.729188091762599,5548.952865341715,5.313741658718281e-4,630.2228264868371,6.035086922966792e-5,1.000003,0,5e-6,0,0,0.19560959252937665
089.B40,1807,9.614487071781948,0,0,0,0,3.0603005694016616,0,0,87.3252123588164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05345890744236162,0.08525414574360167,0.8276093799500303,461.0148883290998,3.52432572668128e-4,706.3170648086282,5.399590047343662e-4,0.999851,0,6.16e-4,0,0,0.1896836366287213
089.B2,1807,12.769633813222386,45.29313411943113,5.9917275033780175,0.8396438257623626,0.08554403087361842,1.195186204080839,0,0,29.65267179282791,0,0,0,4.172458710423735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20963874943469915,0.29417943745068703,0.8405828571607963,10169.40307037827,0.00155002755300621,4318.37373000878,6.582095546187098e-4,0.99923,0,6.43e-4,0,0,0.30677574476640185
089.B70,1807,0,25.880166763858547,12.31014944339516,16.427893779429557,1.591698362824541,0.7469993820337183,0,0,31.457530049698416,0,3.154239161654757,0,7.353363564359883,0,0,0,0,0,0,0,1.077959492745424,0,0,0,0,0,0,0,0.41104261105003415,0.5183558507668574,0.7660902920977805,32729.05546778293,0.00148258935280809,3009.36960579066,1.3632105395163e-4,0.998356,0.001468,4.7e-5,90.659724,4.148024543911601,0.3342680963599278
089.B5,1807,1.817158293354442,20.343219663274308,19.67537844655829,22.276231884614862,0,0.7813895938964385,0,0,21.19108597206825,0,0,0,5.594034771548735,0,0,0,0,0,0,0,8.321501374684667,0,0,0,0,0,0,0,0.488860454047843,0.6658589459470715,0.687274394373088,25608.701409797115,9.309857491970736e-4,5086.133046319726,1.8490267463669408e-4,0.999638,0,2.95e-4,0,0,0.17661278558105117
089.A,1807,15.069640329900931,28.172563564491725,10.21287394465863,31.88463227758528,4.015421404519057,0.12063832902249769,1.6830803767507687,2.168757015274999,6.574984139378263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097408618417842,0,0,0,0.4674162179498813,0.6062376131809417,0.7552105705708133,80833.44894401613,0.00172767160063354,28808.82055844847,6.157374425660181e-4,0.990157,0.007682,0.002139,1188.9276525568655,25.680254359657894,0.4480151357562625
089.B6,1807,4.028251584698607,64.79510243909995,17.418712802660977,8.981572191395193,0,0.9525616551339589,0,0,0.4658258825716067,0,0,0,3.33745077463398,0,0,0,0,0,0,0,0.02052266980573163,0,0,0,0,0,0,0,0.457799321350845,0.660487868489909,0.7848440640669546,17520.990790171298,0.0012161521792149,5508.937630704287,3.8238171487986456e-4,0.998973,7.07e-4,2.99e-4,79.50384399999999,5.575011781304618,0.19817592278350027
089.B1,1807,5.05410245759307,22.07747989458703,21.767642031719227,36.40152263178324,0,0.483937233431619,0,0,7.971118117456924,0,0,0,6.244197633428896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4832360420742086,0.6584892850690428,0.7245606296595477,12475.490651693575,8.034904316192987e-4,1241.377024152204,7.995152966612428e-5,0.999433,3.49e-4,2.26e-4,56.78846,3.6957377614109546,0.22048145973573552
089.B80,1807,0,71.05663549214253,13.537687836261044,9.73113302903593,0,1.522550991094513,0,0,0,0,3.664691216161101,0,0,0,0,0,0,0,0,0,0.48730143530488257,0,0,0,0,0,0,0,0.3522034529998408,0.5372778725343395,0.7814325414757087,5964.493135506437,0.00128092917311946,907.3641375907364,1.9486470485872585e-4,0.99843,0.001751,0,270.6163134039215,58.706105075770864,0.2811464820424937
089.B4Z,1807,3.609454598131293,31.886734751362095,15.450638595813516,15.020079351666304,4.124314927931626,1.9041180778547688,0,2.1761349461197357,11.6653387736707,0,0,0,14.1396460561578,0,0,0,0,0,0,0,0.0235399212921606,0,0,0,0,0,0,0,0.6006564125244603,0.8357291668779948,0.7451804162298017,18462.073402074908,0.00062499383243770005,7058.044664613415,2.389349391253873e-4,0.99963900000000006,0,3.37e-4,0,0,0.21031539311998845
104.B31,1994,0,40.12772600942012,9.729916244621515,36.80824505896062,0,1.4682645930831106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86584809391463,0,0,0,0,0,0,0,0.39337353752280313,0.5875198555103445,0.6173036598222957,123.7407456926952,5.205278434905908e-5,0,0,1.000013,0,0,11.577693,4.911012578638136,0.08297972101645709
104.B3A0,1994,0,45.94976713240187,19.207715521338276,10.31003469251972,0,0.1149486740804106,0,0,0,0,0,0,18.37545147799639,0,0,0,0,0,0,0,6.04208250166334,0,0,0,0,0,0,0,0.3976154496519091,0.30086039911804613,0.7945017055294521,592.3857558097685,3.397183477763391e-4,0,0,0.999492,8.53e-4,0,0,0,0.08886707480996851
104.B4,1994,1.552535734951676,34.14477385717232,0,31.64337729581672,0,1.5815681932400425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.07774491881924,0,0,0,0,0,0,0,0.23635215840232457,0.3121764145452725,0.6054997246812082,2901.6000626449236,9.8543685421767e-4,142.4791872077448,4.8388557693063495e-5,0.999133,0.001056,0,0,0,0.13534301351871547
104.C10,1994,25.51851221995215,26.68960552769087,0,14.353173040858971,0,0,0,20.79686528117189,0,0,0,0,0,0,0,0,0,0,0,0,12.641843930326122,0,0,0,0,0,0,0,0.289863482422463,0.2467745023058178,0.7656634863379652,3578.9125150332907,0.00147084345680908,175.2023940599035,7.2003798315226e-5,0.999984,1.53e-4,3.8e-5,0,0,0.2612934651106574
104.B2,1994,0.12715103436237893,17.325946033790576,6.037040826767625,32.028969369391056,0,0.3110309917479731,0,2.0405860082700835,0.4920519317928747,0,0,0,0.41109659867221215,0,0,0,0,0,0,0,38.944179943541926,0,0,2.281947261663286,0,0,0,0,0.4979349048123837,0.7476468981831486,0.4407430203274429,25137.113238942635,3.7743036652680456e-4,1481.7011857054158,2.2247543553951857e-5,0.998992,9.89e-4,0,0,0,0.11370379838356952
104.B32,1994,0.19927847448891944,26.366401568357972,8.201946299908041,55.21751872025224,0,0.35793324373212604,0,2.0372485018745516,0,0,0,0,3.156522529987772,0,0,0,0,0,0,0,4.463150661398386,0,0,0,0,0,0,0,0.5347893108829465,0.7292638936486083,0.6056781529869522,3880.833722950205,4.507457076908376e-4,213.18836027139528,2.4761106809010355e-5,0.999916,0,0,0,0,0.12085670134539062
104.A,1994,25.806244130851464,25.980457917630694,11.8026165146584,13.072098412412547,6.342815243338803,0,0,1.245591821508052,7.776219818104635,0,0,0,1.1108885454435191,0,0,0,0,0,0,0,6.484501772459887,0,0,0,0.3785658235920016,0,0,0,0.3599130780298437,0.5119557323504954,0.7553005386071637,35184.59758751456,0.00125801743262446,13201.790872117312,4.7202708564953225e-4,0.999202,7.4e-4,9.4e-5,347.33079000000015,12.52302492773485,0.3137582362620608
104.B1,1994,0.04327955336465375,19.053371284317738,10.698488591196288,28.69434388076543,0,0.4035004599206019,0,0,0,0,0,0,1.570481174599845,0,0,0,0,0,0,0,33.7332171174853,0,0,5.803317938350145,0,0,0,0,0.5126908906797865,0.7874215625408235,0.44309994837191385,2485.975637829938,4.7843694185531015e-5,663.0503477860908,1.2760695473580428e-5,0.999984,0,0,100.70322774117648,1.954354482034616,0.09146972545149194
109.CB2,2103,0,46.25871058361478,14.563777609084008,33.807746680546025,4.188807723952343,1.180957402802842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5346796929655331,0.9928534976502836,0.6694956922101779,1376.5473844341109,6.872880235497479e-4,1318.0698491820538,6.580911284192767e-4,1.00017,0,4.6e-5,0,0,0.14347186834565748
109.CB1,2103,0,26.485149419239807,16.823228946301146,14.661500294125169,0.9121533981504824,0.4987339829663162,0,0.0562674237192767,0,0,0,0,0,0,0,0,0,0,0,0,40.5629665354978,0,0,0,0,0,0,0,0.587664225970222,0.9725245741793634,0.4562909091189169,0,0,571.5331680352373,1.3763473209594412e-4,0.999823,0,0,0,0,0.13150847996281156
109.CB3,2104,0,31.93029816297056,22.45522156383711,18.956902020597404,1.1251636589415148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.532414593653407,0,0,0,0,0,0,0,0.625913014490967,0.9981990634994862,0.5549408132797485,2208.8765141409126,8.706041285738989e-4,1037.5345096402743,4.089326958062332e-4,0.999514,0,4.55e-4,0,0,0.1280369052539091
109.CB4,2104,0,22.962395606968187,8.392665387571059,43.90181838538778,5.451848157440723,2.544619910124025e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.291018000641245,0,0,0,0,0,0,0,0.550264558370648,0.9972260627606376,0.4889217238843715,1627.264557107582,3.717538376822106e-4,1237.2132243642652,2.8264535239809187e-4,1.000092,0,7.4e-5,0,0,0.13063347743447282
109.J,34701,0,0,10.785696285341189,70.58768127193909,1.404865482666368,0.43095438705456807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.251916130625254,0,0,1.538886442373533,0,0,0,0,0.573829501532516,0.9478156699293646,0.41084002834771705,18685.88834208937,2.3751081140830304e-4,4677.210571827498,5.945064305773475e-5,1.000013,0,0,2.214542,0.02835521038681146,0.11319747792205852
109.CC1,2104,7.3838893328006385,32.93972233320016,28.29729324810228,17.02506991610068,0.9585996803835396,0.9578505793048342,0,0,0,0,0,0,1.5833499800239712,0,0,0,0,0,0,0,10.8542249300839,0,0,0,0,0,0,0,0.6344716372549791,0.9838312308097968,0.651083272366877,7405.893753734045,0.00103410117445546,8746.679125495959,0.00122131797417428,0.997944,0.001321,6.38e-4,109.06364699999996,15.343284760020556,0.1275668506305086
109.CC2,2104,0,13.357012486833748,20.528901432005853,43.38893311141665,5.005588119416906,0.2002074438574909,0,0,0,0,0,0,1.7741274091227055,0,0,0,0,0,0,0,15.74522999734665,0,0,0,0,0,0,0,0.5799616197266325,0.9869586135907032,0.5201195574032694,1993.2234609401612,6.16140036887648e-5,1396.5056150215885,4.316841729062111e-5,1.000018,0,0,1.5886021411764708,0.04947702360124902,0.12499551430717767
109.CA8,2103,0,61.01469584276526,14.119404364095535,0.24279195347428612,24.576910639215264,0,0,0.04619720044965275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5213618369684597,0.8065825292302002,0.8116947672881275,259.0178329375856,9.082489179186816e-4,318.00708623387777,0.00111509539203036,0.998838,0,0,0,0,0.17654109268616405
109.CA7,2103,0,11.683327062444814,35.49921629649517,45.075146672616135,0.575346143592633,0,0,2.8623612447745224,0,0,0,0,0,0,0,0,0,0,0,0,4.304602580076725,0,0,0,0,0,0,0,0.6015083102816468,0.948009030206876,0.5882412251269519,313.59316953519135,6.069490094455254e-5,485.5093582542157,9.396869979843744e-5,0.999973,1.16e-4,0,0,0,0.13824526141538768
111.D,2146,0,2.0718884032847456,32.4675879581024,53.93400395536783,0,0.799619112727983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.726900570517046,0,0,0,0,0,0,0,0.6932268286681281,0.9888148345006272,0.5300443389314824,4826.847354049606,3.137891792522264e-4,0,0,0.999392,7.37e-4,0,0,0,0.12475933793435084
111.E,2146,0,0.00884640158792908,46.76069654354503,42.21088162685325,0,0.5443301477072615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.475245280306527,0,0,0,0,0,0,0,0.6697953436880958,0.98869898203086,0.5556570913191152,3149.7410584894874,1.9475336459916443e-4,0,0,0.999973,5.3e-5,0,7.332009882352942,0.45681739606856486,0.12506409693451487
111.C4,2146,0,0,56.01364559379708,43.95722220115357,0,0.02913220504935237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6650843425601964,0.973419390806727,0.6107786855716925,10.522056193029032,3.667263038368357e-6,0,0,0.999864,0,0,0,0,0.12363325466756524
111.C3,2146,0,0,45.5017609281127,50.12077895172985,0,2.0716801325875285e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.377252952144189,0,0,0,0,0,0,0,0.6043338572567543,0.9801608423931588,0.5944862808823633,0,0,0,0,0.999942,0,0,0,0,0.11771273492745352
119.9B,979,9.542655070448866,27.937826999386484,7.142575023895476,25.7078458787874,0.586393665789841,1.530890333588745,0,7.1496844217294795,3.6226331629710966,0,0,0,16.779495443402613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1723397614756719,0.15644121560401775,0.7548108921176515,10240.235864787026,7.91929802514813e-4,8077.510766468395,6.246752116420739e-4,0.99806,0.001466,5.16e-4,47.57052710588234,3.705511309085663,0.25815312599702117
119.9C,979,0,27.246886234431173,1.5360076800384002,46.7517337586688,0,0.0395001975009875,0,6.3402817014085064,0,0,0,0,18.085590427952138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398380802022447,0.5234367761704201,0.7047946687383081,3290.6270104510045,5.293110570794737e-4,532.0608813874204,8.558420831755499e-5,0.996756,0.002762,4.32e-4,61.80673027450979,10.013968324364296,0.1722728487794436
119.9A,37157,0.09069679031119318,0,1.286862542768696,33.96350404605442,4.12018682452615,1.2083853798946398,0,59.3303644164449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14815302946141892,0.00272021392209359,0.7866621388719891,19569.17990126353,0.00390253575761293,14186.506116088796,0.0028291092254743,0.978333,0.018169,0.003571,174.21871400000012,34.9936645466392,0.4805909701723159
121.EAB,961,0,5.346149322669974,44.93087705417571,41.375188444225856,7.711191181344823,0.6365939975836372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6532461546728683,0.9950191950359591,0.6700311007914939,7674.3768832544465,4.2644608962238626e-4,0,0,0.999958,0,0,0,0,0.0853733815571789
121.DB,34183,0,37.84643060469542,4.82279754492777,57.239265558019405,0,0.09150629235740486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6012600207831135,0.9483409857692884,0.6879331390663059,3207.153895599534,8.498163554098095e-4,151.19129167869806,4.006194795964855e-5,0.998752,0.001102,0,0,0,0.11559884100651664
121.EAA,961,0.00242554780997288,36.04291279185404,19.92029649896429,9.612931080484527,34.16190046522007,0.2595336156670984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5724619152409348,0.9602716183167496,0.7660738075938892,5550.068917861421,8.179899476204589e-4,457.5406792638381,6.743405925299198e-5,0.999956,0,0,0,0,0.19616943332072173
121.E8B,960,0,0,24.163392640131924,60.96704026975722,13.290342826728365,1.5792242633824871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6711372277865522,0.99986300138995,0.6275285725605227,2000.495664894817,2.7125253655293e-4,0,0,1.00018,0,0,0,0,0.13845200771543853
121.E8C,960,0,0,22.173380259614422,58.91623088870207,15.170060272723388,3.740328578960118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6782224143615595,0.9998107005763448,0.6052895545359219,1021.5144007499024,9.309756368021267e-5,0,0,0.999968,0,0,0,0,0.0816222733704935
121.E8A,960,2.354224026189057,17.33936968389581,6.635018402353987,51.35675967187988,22.314628215681264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6176408786458748,0.9556780274860288,0.663287838621312,3180.958588977216,2.6843177457515187e-4,207.01281205858095,1.7469204626943765e-5,0.999926,3.1e-5,0,0,0,0.26377406154325495
121.DC,34183,0,11.621892687893148,17.550935072175694,59.47283260814233,9.883555334698874,1.4707842970899438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6379434731166568,0.9916901037674932,0.6132976670367095,26416.370579278857,3.998890770145331e-4,113.23078257949514,1.7140792676063256e-6,0.99997,0,0,0,0,0.10659050170833465
122.DD,876,0,3.719546529977983,40.276035738193805,45.11064871540189,10.311585429218416,0.5821835872079113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6690743479979551,0.9998080937447472,0.6322568119652267,9836.343274282704,7.921491677678261e-5,475.08114912125967,3.8259658737462255e-6,1.000002,0,5e-6,12.306206407843138,0.0997416657275672,0.0577203210222709
122.DD,35279,0,3.702625589999952,40.12280338787876,44.94761169302521,10.26467602326801,0.9622833058280688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6691190456394144,0.9998089673352598,0.6322568119652267,9836.343274282704,7.88543792302932e-5,475.08114912125967,3.8085524318693673e-6,1,0,5e-6,12.875584,0.10388148646511286,0.05767678106908965
122.AC3,875,0,5.097175001212331,43.207717963500784,21.019650525612494,22.536679723912,8.138776785762394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6328424896671501,0.981682122917251,0.625551453307894,1802.8091242301448,2.7672524828268615e-4,158.80540064054676,2.4376104674782376e-5,0.99982,0,1.05e-4,0,0,0.1285874983106775
122.AD,875,0,10.759076920977394,45.0755016956323,28.551445552121073,15.108186116967923,0.5057897143013108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643086914998661,0.9909647403483808,0.6643316610046389,12951.718776155458,2.429541715839494e-4,7988.019221289435,1.4984286070803e-4,0.999802,5.8e-5,3.1e-5,0,0,0.1323552395959797
122.DE,876,0,0,16.98325753681399,81.5227844583111,0,1.4939580048749173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6627812340139232,0.999867913355275,0.5830581794907137,818.6603580475968,6.88373732003552e-5,0,0,1.000072,0,0,0.6612950509803921,0.05596454018761807,0.04996761550133315
122.AC4,875,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6145985120459256,0.9911660370116344,0.6898721160205152,1744.0184377101516,0.00144752087146374,518.4542683687788,4.3031275251231014e-4,0.998924,0,0.00105,0,0,0.1732583236632615
122.E4C,882,0,0.00520145739882546,18.595210200801024,54.622733341094246,23.45510523043695,2.34560959842272,0,0,0,0,0,0,0.9761401718462448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657864337802058,0.996314266321028,0.629390796159748,393.2607328738409,1.3632863557735077e-5,100.9701861252882,3.500254807506445e-6,1.000016,0,2.2e-5,0,0,0.10680269171893776
122.A210,37439,2.6635600429009947,0,0,0,22.153740892784494,0,0,15.421428307259886,28.68134916232109,20.583786382632493,0,5.182883982395799,5.313251229705241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3114940467588871,0.32135575656472554,0.7841682145875635,11345.907096248313,0.00189142500943794,26140.252501513904,0.00435772361918378,0.98885,0.010932,1.8e-4,119.0445584705882,19.98139467064649,0.584275549197632
123.1,37334,1.2259324025499394,0.6476624013471378,0.7190209194955636,0,2.114270778397683,0,1.5839971872947145,0,20.45109686253828,0,0,0,0,0,0,0.3322739426911298,0.7308176275201006,0,0,0,0,0,0,0,71.54599328281567,0.6489345953497839,0,0,0.2514869090776047,0.06892592378081146,0.11832118151469705,86060.4467810858,9.94802525237353e-4,29520.4290172678,3.412368681651124e-4,0.972958,0.021311,0.005773,10373.925719607552,120.73567183132012,0.550712053168021
123.1,37305,1.2242220415403948,0.6467588143986991,0.7180177766279844,0,2.1113210510754676,0,1.584905573213098,0,20.55584300391751,0,0,0,0,0,0,0.33492867174218344,0.7297980264616749,0,0,0,0,0,0,0,71.44617580752458,0.6480292334984108,0,0,0.2520289146316399,0.07015347344935434,0.11832118151469705,86060.4467810858,9.934148837630766e-4,29520.4290172678,3.4076087979676236e-4,0.972988,0.021281,0.005765,10373.925719607552,120.5672702179232,0.5507488994582731
123.A1Z,37410,5.133999416013914,0.7031107838532079,1.8076062071796437,1.984071567918005,13.216493798321672,1.857118070983932,25.974685472711347,0,45.3962430228474,0.9447456063510604,0,0,1.041018674859399,0.8819036253686942,0,1.059003753591726,0,0,0,0,0,0,0,0,0,0,0,0,0.4198933669759021,0.5147613755541268,0.7243471003879468,210080.2117438104,0.00533082707061917,75254.38019085841,0.00190959483415464,0.793,0.199778,0.007188,35542.84627748897,908.062112643581,0.557472927906245
123.A1Z,37393,5.336991201475962,0.6943124050622332,1.784986721771489,1.959243882716991,13.051109165634148,2.407005388599737,25.649651172265948,0,45.2391648192761,0.9329235295223808,0,0,1.0279918847144711,0.8708679218475438,0,1.0457519071129933,0,0,0,0,0,0,0,0,0,0,0,0,0.42281874447400875,0.5200756148547562,0.7243471003879468,210080.2117438104,0.00526422473891862,75262.7928168641,0.00188594752727021,0.795589,0.197281,0.007098,35542.86124599878,896.7151816195591,0.5578125877112952
123.A1Z,37382,5.336991201475962,0.6943124050622332,1.784986721771489,1.959243882716991,13.051109165634148,2.407005388599737,25.649651172265948,0,45.2391648192761,0.9329235295223808,0,0,1.0279918847144711,0.8708679218475438,0,1.0457519071129933,0,0,0,0,0,0,0,0,0,0,0,0,0.42281874447400875,0.5200756148547562,0.7243471003879468,210080.2117438104,0.00526422473891862,75262.7928168641,0.00188594752727021,0.795589,0.197281,0.007098,35542.86124599878,896.7151816195591,0.5578125877112952
170.C3,990,0,31.37447364331902,0,46.39123551701803,13.76812151627648,0.30862155704652555,0,0,0,0,0,0,8.068007513996434,0,0,0,0,0,0,0,0.08954025234350842,0,0,0,0,0,0,0,0.6175039630411837,0.8929088569601011,0.7010018796729346,0,0,0,0,0.999967,0,0,0,0,0.07540069163065759
170.5E,998,0,1.600156070491839,0,0,24.70465827065224,0.01972557605185008,0,0,73.67546008280407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431685946244344,0.6460875938033703,0.7592881566365476,1421.4740215468732,0.00135743630894066,0,0,1.000128,0,0,0,0,0.0839971604373217
170.BB1A,989,0,48.00766659606234,0,51.688820925054365,0,0.30351247888328076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6167485703426324,0.9940504891551212,0.6922306561558402,1023.6502222491996,0.00169090702679759,0,0,0.998828,0,0,0,0,0.06228049851953983
170.BC,989,0,29.075807651071855,8.234562501960655,38.10367385050313,2.846961955007372,8.833922913541153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.905071127915836,0,0,0,0,0,0,0,0.7220197134725597,0.999983461272959,0.5101365975416913,105.02741009108384,7.253934693307754e-6,0,0,0.999967,0,0,0,0,0.06340489128111505
170.B1A,992,0,60.85110788983227,0,25.986650421147427,12.35028678478379,0.08813033658083189,0,0,0,0,0,0,0.7238245676556848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5134773455675341,0.8493323953667247,0.6974156326664938,4.096550317891853,1.141221456556081e-6,0,0,1.000069,0,2.1e-5,0,0,0.07293706218438431
170.F,986,0,0,11.717035082989948,56.99541726036893,0,0.806552547464089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.480995109177034,0,0,0,0,0,0,0,0.6687315939479826,0.9993472267100304,0.4597249365116453,515.0247250871009,1.6125616361389745e-5,0,0,0.999965,0,0,0,0,0.07881233048147755
170.3A,995,0,1.4730718980755917,3.432532727688827,35.597644243721696,1.1022691390713129,3.2752312447674807,0,0,49.877026741252095,0,0,0,3.566659038172406,0,0,0,0,0,0,0,1.5915549671636775,0,0,0,0.0840100000869069,0,0,0,0.36865874218574296,0.5173993409110794,0.6703321854920248,7339.658860088442,7.277306200401637e-4,538.3654471952478,5.337918671207517e-5,0.99972,1.38e-4,1.01e-4,0,0,0.16867405483214964
170.C4,990,0,50.68485072544959,0,10.779112676599402,11.041757862911911,0.5330018893215906,0,0,0,0,0,0,12.945595249705717,0,0,0,0,0,0,0,14.015681596011785,0,0,0,0,0,0,0,0.4936441879244925,0.7485075522828022,0.742290556902633,8278.518160294889,0.00124021771174185,1579.3284668270935,2.3660165977666952e-4,0.999457,4.1e-4,1.59e-4,47.469835,7.156531364483435,0.08134887936962333
