vassdragNr,vatnLnr,"Land principally occupied by agriculture, with significant areas of natural vegetation",Broad-leaved forest,Moors and heathland,Sparsely vegetated areas,Peat bogs,Water bodies,Discontinuous urban fabric,Non-irrigated arable land,Coniferous forest,Transitional woodland-shrub,Complex cultivation patterns,Water courses,Mixed forest,Industrial or commercial units,Green urban areas,Sport and leisure facilities,Continuous urban fabric,Road and rail networks and associated land,Airports,Pastures,Bare rocks,Mineral extraction sites,Inland marshes,Glaciers and perpetual snow,Sea and ocean,Port areas,Natural grasslands,Intertidal flats,mean_ndsi,fractional_snow_cover,mean_ndvi,total_road_length,road_density,total_ditch_length,ditch_density,unbuilt,res_built,nres_built,total_population,population_density,gHM
015.R41,418,0,0,1.5456935702334476,94.56635110567068,0,3.887955324095871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6315049491179627,1,0.46970036130507714,0,0,0,0,1.000165,2.57e-4,0,0,0,0.02320459333690768
015.R32,420,0,0,14.057308186498702,67.86680204505225,0,18.07588976844905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6529856454372431,1,0.4014188392540149,0,0,0,0,0.99966,2.09e-4,0,0,0,0.02203354291710871
015.R42,420,0,0,22.81127552919029,67.13930783880218,2.5479937832454085,7.501422848762121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6563993036275625,1,0.454428252309724,0,0,0,0,1.000026,0,0,0,0,0.02256159664496782
015.R22,418,0,0,0.00250962211935306,97.99686525382546,0,2.000625124055184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6446454003902586,1,0.5072276418670265,0,0,0,0,0.999839,0,0,0,0,0.02941499962971722
015.NDB1,415,0,0,39.71077771713544,59.37139357478242,0,0.917828708082142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6655063664267934,1,0.5860218357050528,7345.814569361857,3.0501676980424413e-4,112.92910169709938,4.6891014592458674e-6,0.999735,2.94e-4,1.4e-5,10.479716,0.4389801956651822,0.08566420708566083
015.R52,420,0,0,45.594703953785455,51.98601733045541,0,2.4192787157591358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6371610469134378,1,0.5078246589996969,0,0,0,0,0.999947,0,0,0,0,0.02213359290235323
015.NDB23,415,0,0,57.04397580264221,40.75190089444894,0,2.204123302908864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6359219066825669,1,0.5989793426286439,0,0,0,0,0.999983,1.4e-5,0,0,0,0.07828904687612802
015.NJ,393,0,0,5.761935087060412,68.49060814378167,0,11.473794788894152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.273661980263766,0,0,0,0,0,0,0,0.6887514127365998,0.9999341859918844,0.3261379249823066,0,0,0,0,0.999109,9.75e-4,0,0,0,0.07863639221451138
015.R61,420,0,0,18.013325413836736,69.50778607029415,9.614441029878884,2.8644474859902385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6393845787181451,1,0.5270148128517714,0,0,0,0,1.000011,0,0,0,0,0.02195265358324347
015.NDB22,415,0,0,13.53171259886662,85.37046350784686,0,1.09782389328652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6527921616565726,1,0.5772057984940313,0,0,0,0,0.999542,0,0,0,0,0.06728900515161228
015.NDB2A,428,0,0,56.25771367197767,34.74194340144865,9.000342926573676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6545488121957995,1,0.5534670933302485,0,0,0,0,1.000241,0,0,0,0,0.07376911684995942
015.R21,418,0,0,13.254053028584623,79.41585248666861,2.598227431507838,4.7318670532389175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6468405427728011,1,0.5146164512936274,0,0,0,0,0.999916,2.8e-5,1e-6,1.701831,0.04940765947582091,0.02990798544451945
015.NDB2B,428,0,0,39.854963260130745,54.52804597940073,0.1021129322261139,5.51487782824241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6396716578954307,1,0.5462196355672458,0,0,0,0,0.999877,0,0,0,0,0.07066248726521569
015.NDB21,415,0,0,59.45077506480357,39.45213441643972,0,1.0970905187567088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6582269547309108,1,0.6283133367165833,0,0,0,0,1.000059,0,0,0,0,0.05663669972552996
015.NDBZ,415,0,0,28.27344929413926,67.32640447629169,1.753807745999996,2.646338483569062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6433023976550436,1,0.5393354560397675,0,0,0,0,0.999994,0,0,0,0,0.03943756821000868
015.R31,418,0,0,30.357660111405405,67.68347194755235,0,1.9588679410422427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6608029137597365,1,0.5163906148236045,0,0,0,0,0.999958,0,0,0,0,0.02312695742101972
015.Q82,418,0,0,7.03895594255775,83.3416413889655,1.047875612498144,8.571527055978619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6515430953822744,1,0.4978577533146985,0,0,0,0,0.999963,0,0,0,0,0.03015183300482041
015.NDC,415,0,0,30.549759643741893,66.24856228618616,0,3.2016780700719596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6422800098529128,1,0.5227691335784513,6572.782559653818,2.5358498106273117e-4,951.9922351614908,3.672887863462331e-5,0.999981,0,0,0,0,0.07922332927319095
015.R62,420,0,0,14.649193959937042,83.97427977459886,0.01504106748604672,1.361485197978051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6519209959147938,1,0.48530421292980847,0,0,0,0,1.000124,0,0,0,0,0.02203566751211453
015.Q7,418,0,0,40.75485351298621,43.592538482324,1.1802314664272924,14.472376538262491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6495141612186119,0.9998877437040228,0.4704045251205801,0,0,0,0,0.999928,0,0,0,0,0.03005295843118152
015.R51,420,0,0,36.19841456867084,49.8679617028203,10.789970434110826,3.143653294398029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6518498081057061,1,0.5526295393969664,0,0,0,0,1.000169,3.8e-5,0,6.9011700000000005,0.6676643391911045,0.02105792934210216
015.NDB2C,428,0,0,44.361778714355864,54.14618564270287,1.4867912294335557,0.00524441350770213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6432231275116861,1,0.5706906656869171,0,0,0,0,0.999987,0,0,0,0,0.07660799119923653
015.R5Z,420,0,0,18.96801243392153,75.16891891891892,1.4111477179658998,3.862333407787953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5895875214057033,0,0,0,0,0,0,0,0.6493536409531313,1,0.4854304229633579,0,0,0,0,0.99999,0,0,0,0,0.02257314850969959
015.R2Z,418,0,0,9.953492310204478,87.53061705846422,0,2.5158906313313056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649570427895514,1,0.46457259900975184,0,0,0,0,0.99999,0,0,0,0,0.02926760306279944
015.NH,393,0,0,11.528999107287207,70.02945249291804,0,4.9345226798253945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.507025719969354,0,0,0,0,0,0,0,0.6919718431390037,1,0.3671596211427506,0,0,0,0,0.999829,0,0,0,0,0.07189012199524164
015.R1Z,418,0,0,17.89873446251282,67.03494596391583,9.791631450240596,5.274688123330741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6486118821159043,1,0.4853201452645305,0,0,0,0,0.999983,0,0,0,0,0.0238372426100629
015.R11,418,0,0,32.871904673245204,60.57531185998884,3.2163470489666732,3.3364364177992925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6428561156972229,1,0.5356476228341577,0,0,0,0,1.0001,0,0,0,0,0.028829771528302
015.R12,418,0,0,28.026691359674665,66.13958550113124,3.8906761620192265,1.9430469771748784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6504829620996746,1,0.5709006690052916,0,0,0,0,0.999858,0,0,1.1345539999999998,0.16534819561376732,0.0278571596104567
016.J5,3,0,25.89679948377991,23.424936620450147,49.36523779717094,0,0.38764841931765176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925377679281352,0,0,0,0,0,0,0,0.6175307276794215,0.9918990826559196,0.5893520946649311,197.10766874423877,8.075449260338966e-6,235.2361046455628,9.637561234260976e-6,0.999843,6.8e-5,4.5e-5,6.771622,0.2797785302519134,0.06679745131659842
016.N3B,18700,0,0,21.836531195363957,55.521398324979096,0,5.079391340508588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56267913914836,0,0,0,0,0,0,0,0.6781369911788795,1,0.3923686392273627,0,0,0,0,1.000034,0,0,0,0,0.05829577876329265
016.M4,17,0,0,45.75041413583655,52.52641266335358,0,1.7231732008098657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6301977549540828,1,0.6151466629283958,0,0,0,0,1.00016,0,0,0,0,0.0422018875750516
016.BEG2,62,0,0,30.489807018250676,39.52676161315016,0,1.987228556464284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99620281213489,0,0,0,0,0,0,0,0.6696138518087604,1,0.3921953985365768,1685.403165102907,5.918225416307056e-5,0,0,0.99996,3e-5,0,0,0,0.17571427140544518
016.M1,14,0,0,81.25507263424102,11.302946538846086,7.441980826912897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6810308131480886,1,0.6627660537402609,0,0,0,0,1.000257,0,0,0,0,0.03664878752594111
016.K32,12,0,18.972949838418547,65.09675245060032,14.833652774590256,0,1.096644936390872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6629570289811709,0.9982751307299984,0.6303959082945056,0,0,0,0,0.999397,2.68e-4,0,0,0,0.03933871886483185
016.L5,14,0,0,79.97051732816598,19.3718941954334,0,0.6575884764006162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6828342749866468,1,0.665481305693883,0,0,0,0,0.999974,0,0,0,0,0.03486070916644932
016.BH6,10,1.3554046503337092,21.26003955834513,47.49161013434069,10.612880114904309,19.254356045673777,0.02570949640238447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6554566179884126,0.9999663666620758,0.6989031321748981,5467.975311837085,4.034652798869052e-4,0,0,0.999938,0,9.7e-5,0.615602,0.04583385374941512,0.07844819143587078
016.BG1B6,64,0,4.270402550618728,93.25628635458078,2.473311094800484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6399961433747073,1,0.7062473156768733,0,0,0,0,1.000094,0,0,0,0,0.07049007948628197
016.J7,3,0,19.53562576387571,48.59415769193689,30.578508541413335,1.1010695037490166,0.190638499025038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6444152741919621,0.9985785040162858,0.6398485598459946,7609.631493683874,1.179763782373814e-4,195.9545909494817,3.03799375283754e-6,0.999944,8e-6,5.6e-5,15.76665357647058,0.24654011789364888,0.06134242790459403
016.G5C12,36,0,0,31.940959471786996,60.043778981453976,5.88235294117647,2.1329086055825575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6524416497229026,0.9999715771395764,0.5605852328366684,0,0,0,0,0.999897,7.4e-5,8e-6,37.14159529803922,0.7869583387489109,0.08575678940720026
016.G5C1A,36,0,0,28.22316842830533,63.67611930890731,0.1310633081422265,7.969648954645141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6558407804314457,1,0.5341129997104822,0,0,0,0,1.000008,0,0,0,0,0.09143923884090964
016.G5B21,75,0,0,48.19321391263976,50.20874587168548,0,1.5980402156747575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6520834022418807,0.9998801626588868,0.6205140769621778,6433.341432299191,1.8052083798378725e-4,0,0,1.000043,0,3e-6,27.13412048627451,0.7676841120885091,0.08609215778894855
016.BEE7,61,0,0,99.59625990850007,0,0,0.40374009149991075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6941465010122335,0.994936817296001,0.6025809171975745,1712.1663133448385,0.00193791097570206,0,0,0.999973,0,0,0,0,0.23770791250508985
016.BEE8,61,0,0,39.07123974436849,60.91644066491568,0,0.01231959071581955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6410912625008549,0.9998179863316832,0.527600161140345,56.8245258838107,2.2664292656608578e-5,0,0,1.0001660000000001,0,0,0,0,0.1616782825659303
016.G5B1,75,0,0,61.43777591265122,37.8884964234367,0,0.6737276639120832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6864287758063969,1,0.6653729998810078,6001.170813934608,9.880450775968904e-4,234.49081336217455,3.8607048702265506e-5,0.999054,9.4e-4,7.4e-5,6.577187,1.0918045517222974,0.07400630914338154
016.K31,12,0,13.62317371653378,59.41296154481434,26.70071474691052,0,0.2631499917413697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6792826893326764,1,0.6453780652949663,0,0,0,0,1.000063,0,0,0,0,0.03881656045492325
016.G5D,36,0,0,37.37312511948833,53.83144759024627,8.788040739002728,0.00738655126266576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6437330294249842,1,0.5735667174722033,0,0,0,0,0.999907,1.19e-4,3e-6,1.1345539999999998,0.03271666018244165,0.0358804309064143
016.BG1B20,64,0,0.02682132059712729,38.030985683531945,40.90486665803992,0,1.253779100544661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.783547237286346,0,0,0,0,0,0,0,0.5798036301868994,0.997738266458952,0.4644859793682844,427.10448563067786,2.118911817097205e-4,0,0,1.000341,0,0,0,0,0.07171757872782501
016.J8Z,3,0,4.958221537808821,36.8351685477123,55.42923588822936,0,2.7773740262495235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6564144885078698,0.9989223438277935,0.5548451110439478,0,0,0,0,0.999967,2.3e-5,0,0,0,0.06322800793526477
016.G5B222,75,0,0,83.64586595678045,14.68098618505759,0,1.6731478581619514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6651473585663724,1,0.6303584311353801,803.4117378505613,1.8541912923296933e-4,0,0,0.997612,0.002181,6.9e-5,19.731561,4.59162922008433,0.07466195460906774
016.G5B3,75,0,0,73.3371972366859,26.659998317332413,0,0.00280444598169631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680892071923073,1,0.6246881569674992,691.8308632638848,0.00168359826394675,0,0,1.000076,0,0,0,0,0.08485855273902418
016.G5B3,36,0,0,73.3371972366859,26.659998317332413,0,0.00280444598169631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680892071923073,1,0.6246881569674992,691.8308632638848,0.00168359826394675,0,0,1.000076,0,0,0,0,0.08485855273902418
016.J81,3,0,10.586422367715102,22.131322788461148,62.28392895321772,0,4.9983258906060275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6279547911684749,0.9996717548564448,0.5165191158958109,0,0,0,0,0.999958,0,0,0,0,0.07416685799576844
016.LA,14,0,0,42.464770523594055,47.67857142857143,9.420168067226893,0.4364899806076276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6605262198543498,1,0.5633692937641555,0,0,0,0,0.999979,0,0,0,0,0.04140801068432426
016.J4,3,0,24.47618703214841,40.93570317867862,17.36773586952591,16.12374787545655,1.0966260441905038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6357021342292731,0.9926831920339384,0.6881785072901375,19635.81547613423,3.540057967565774e-4,4079.121023858584,7.354074445610218e-5,0.999704,1.76e-4,1.82e-4,41.86093599999996,0.761102239875589,0.11065270638927008
016.K4,12,0,3.1817394150605542,50.734543774187955,44.93520996592025,0.5262144521246895,0.6222923927065483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624088398974549,0.9991003776202986,0.6107425429017816,0,0,0,0,0.999992,0,0,0,0,0.03618424522295415
016.K1,3,0,32.994831598159955,43.37489728473312,10.970374485143724,10.078767570390356,2.5811290615728426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6603464765297316,0.9993063533454608,0.6645826176275474,196.4226439704403,2.315890065240278e-5,0,0,0.999462,4.16e-4,1.03e-4,0.8473580470588234,0.10078424449640644,0.04884873183647244
016.G5B4,75,0,0,71.7922341194104,28.070606756596472,0,0.13715912399314203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6424309788520614,0.996801791022501,0.5803722702420477,949.9559665478414,0.00102163936767792,0,0,0.997291,0.002319,1.08e-4,6.577187,7.130405028623291,0.07911988572838405
016.G5B4,36,0,0,71.7922341194104,28.070606756596472,0,0.13715912399314203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6424309788520614,0.996801791022501,0.5803722702420477,949.9559665478414,0.00102163936767792,0,0,0.997291,0.002319,1.08e-4,6.577187,7.130405028623291,0.07911988572838405
016.G5A12,75,0,2.9741733145298785,54.71945666435132,34.02536595405315,5.9649516699759815,1.920571774704676,0,0,0.26801939281679965,0,0,0,0.12746122956819878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6648239609768856,0.9927218189166253,0.6328408638238848,10437.306024868183,4.626561959130166e-4,29.93909438990699,1.3271152044897562e-6,0.999134,7.06e-4,3.3e-5,13.154374,0.5878423837486352,0.09551912219028948
016.BEF1,61,0,0,93.85598348564356,4.794232762912117,0,1.3497837514443212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707103128488124,1,0.6537436758298045,7221.222695061188,9.460302321648346e-4,45.30658200755292,5.93547631822996e-6,1.000125,0,0,2.462408,0.3256304454695977,0.27084481191233123
016.BEF2,61,0,0,28.22178292384449,52.51932278616651,0,0.558402983490259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.700491306498744,0,0,0,0,0,0,0,0.6716260542050576,0.9999039481177332,0.399546210521577,0,0,0,0,0.999962,0,0,0,0,0.09499223894907856
016.BG1B3,64,0,11.302266254302738,44.66145969841519,35.04569202005906,0,0.5434117873180618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.447170239904947,0,0,0,0,0,0,0,0.6711542407925516,0.998526644909276,0.5681917180438568,0,0,0,0,0.999997,0,0,0.615602,0.0346099584343348,0.06727419107122785
016.J611,3,0,45.35489921245551,0,0,49.63009273731374,5.015008050230751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6271454770473651,0.9953038903253152,0.7609299264859659,1082.8534580285102,5.081620849035221e-4,35.170734895487705,1.6504942418173014e-5,0.998777,3.79e-4,7.11e-4,6.15602,2.9133561924442755,0.0412505885926626
016.J11,3,0,97.07160970897236,0,0,0.09388962685665984,2.8345006641709936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5897415906394088,0.9923881548549957,0.7934885792694906,877.6108473778656,4.2147298717958113e-4,167.03881808416295,8.022046427893142e-5,0.998644,0,0.00131,42.6221031019608,20.637372943609773,0.17331909000498602
016.J32,3,0,45.08050584220514,22.062089918047437,31.14835711915035,0,1.709047120597071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6269058127840981,0.9988986223746052,0.6808090052939935,3332.019413975995,2.8841313858448444e-4,771.206721132069,6.675415815591994e-5,0.99964,2.01e-4,1.53e-4,9.234029999999995,0.8060259686052632,0.05796070039684085
016.K2,12,0,6.40636333187677,44.194413452431384,44.86073557170837,0.9023296874896024,3.636157956493867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6430014239115259,0.998688559627557,0.5802110147234579,0,0,0,0,0.999973,2.4e-5,0,0.615602,0.01647812515271205,0.04903465346878184
016.K2,3,0,6.40636333187677,44.194413452431384,44.86073557170837,0.9023296874896024,3.636157956493867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6430014239115259,0.998688559627557,0.5802110147234579,0,0,0,0,0.999973,2.4e-5,0,0.615602,0.01647812515271205,0.04903465346878184
016.G5C11,36,0,0,51.0659908946074,48.43199227296242,0,0.5020168324301842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6619467077593055,1,0.6457213974420561,0,0,0,0,0.99998,0,0,0,0,0.08419344236683507
016.G5B221,75,0,0,60.98235510417583,35.01875665718907,0,3.998888238635089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6611269090035781,0.9996032844944008,0.6079066829130806,0,0,0,0,0.999891,4.8e-5,3e-6,0,0,0.08671857960980969
016.G5C21,36,0,0,29.009762661004757,65.55057347460573,3.682075176275047,1.7575886881144678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648070106437024,0.9997725958744336,0.5366614037784896,1713.4914828437195,2.9401062230291543e-5,54.64293460922848,9.375945763240224e-7,0.999939,1.4e-5,2e-6,0,0,0.0860433262689423
016.J62,3,0,15.712888344488164,30.99948448384496,51.81620306930388,0,1.4714241023630026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6513039735443895,0.9973765794175716,0.5567401006177711,2185.048997182926,7.487245289123203e-5,0,0,0.99947,4.72e-4,6.4e-5,6.771622,0.23402369737969744,0.06595651640580222
016.BEH,62,0,0,16.550601684398572,46.767391653559706,0,1.765246878602207e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.68183013735386,0,0,0,0,0,0,0,0.6692555445616888,0.9998639453720034,0.35959768161600664,4646.805322112267,6.944021255642731e-4,0,0,0.99987,0,0,0,0,0.25363187562536305
016.N3A,43,0,0,26.64209219307776,53.687205753013615,0,5.7897459775466915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.880956076361944,0,0,0,0,0,0,0,0.6768659969399479,1,0.41856336797733656,0,0,0,0,0.999583,2.37e-4,0,8.737436,0.40001796036014325,0.06135663875206451
016.BG1B40,64,0,3.253896689424192,46.50315599639315,48.858946283653225,0,1.3840010305294346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6083919780885032,0.9996021922546598,0.6042904785173058,0,0,0,0,0.9999,0,0,0,0,0.06793562631315235
016.BK0,10,0,10.824149198537034,82.7909482466898,6.345106893312434,0,0.03979566146074442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651936759021055,1,0.6633685564585069,0,0,0,0,1.000466,0,0,0,0,0.07005709571377286
016.K3A,12,0,0.5971241197090434,40.83892122909145,53.18088992283967,0,5.383064728359843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667224172813243,0.9999620179226768,0.5458941554478776,0,0,0,0,1.00001,0,0,0,0,0.03543951700688624
016.BEG3,62,0,0,42.865658091229975,31.52321477056747,0,0.9350393700787404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.725402185718163,0,0,1.9506855824056475,0,0,0,0,0.6971577349267196,0.999866711355382,0.4323227657602686,5677.5809062477,5.541832538610409e-4,0,0,1.000132,0,0,6.825492,0.6726233953846635,0.2776387001086998
016.BEG4,62,0,0,30.620082315697868,36.04525367366736,0,1.313777699711376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.020886310923395,0,0,0,0,0,0,0,0.620618739726044,1,0.4054079091844938,16914.218092189574,0.00217239602134088,437.218616447986,5.6154649162668856e-5,0.999957,0,0,0,0,0.2915841832813944
016.J2,3,0,18.741756016742535,27.3217157230929,0.0289011999038867,50.2049128679232,3.7027141923374858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6432512883657091,0.9970503784786234,0.7077721242653779,32670.12666991911,5.474292865873053e-4,5334.361194474641,8.938396757974641e-5,0.998868,7.28e-4,3.74e-4,123.87354154117628,2.0929245102197345,0.08990590995782338
016.J82,3,0,33.96010082085083,27.887470094831812,37.01483168234386,0,1.137597401973501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5922071934153965,0.9986847824396204,0.6827021210135249,0,0,0,0,1.000063,0,0,0,0,0.06470437409472095
016.BEF3,61,0,0,94.34227968798557,0,0,5.657720312014444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7050831350378824,1,0.7118716874144122,1886.722599545388,0.00214394884291845,0,0,0.999554,0,0,0,0,0.27657097943679054
016.BG1B10,64,0,22.56239903152902,75.64795418768671,0,0,1.7896467807842795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648266579255318,0.997311108596906,0.7226930635366208,468.65441438202106,3.9497390556809313e-4,0,0,0.998999,0.001324,0,0,0,0.06496822730053302
016.J12,3,0,63.3837731952501,15.788334801226956,0,18.343988216357396,2.483903787165548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6171973289402839,0.998050501033836,0.7724555980472144,0,0,108.33405535631668,1.4027069825672198e-5,1.000221,0,2e-5,6.577187,0.8586939583845286,0.0754399209079694
016.BH50,10,1.5855506724485764,56.77127410182932,24.7336177597239,2.2232727711340288,14.463140324152704,0.22314437071147453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6435228503018496,0.9995360763201598,0.7309880490354842,6076.083222737765,0.00103074357236794,219.7180608476411,3.727285664955238e-5,0.999832,0,2.6e-5,1.846806,0.31611953843041823,0.06337964905528966
016.J31,3,0,66.86421528804365,14.553784276905455,0,16.387656984564572,2.1943434504863246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6457971727408349,1,0.7561031253935121,311.8455706591258,1.2300234025091442e-4,946.8591126925144,3.7347295490815506e-4,0.999627,1.39e-4,2.19e-4,3.9036409176470586,1.5527425663250718,0.07960479984751101
016.G5A22,75,0.2351287927146813,8.58832407972948,35.60609191760083,31.82902952733908,0,0.0084193252599658,0,0,22.422040875058745,1.2846359560296912,6.123145643611493e-4,0,0.02571721170316827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5189696936377662,0.7343698481034389,0.6891831176001407,12178.356759849135,3.5335346578535217e-4,394.0124440012532,1.1432220733540451e-5,0.999559,4.68e-4,2.2e-5,6.577187,0.19235976609730052,0.10234462821665762
