vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density
084.7C,1747,1995,2.1766135926480015,0,8.426613592648003,0.7820848471895705,0.6901403433782147,6.1478147039965805,0,0.6313671012324571,0,26.41879497043528,31.268923202963595,2.2102301061480376,19.933924627769468,0,1.3134929115907956,0,0,0,0,0,0,0,0,0,0,0,321,7.188472422383153
084.7F12,1748,1995,0,0,0,1.5924597409929293,0,0,0,0,0,0,27.253919185938436,0,71.15362107306863,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.549685489045933
085.5221Z,28197,1992,2.7245061075355013,0,0,0.5737028769032162,0,0,0,0.03541951149036915,0.01980696366237748,16.705892222154905,6.412329718368278,2.323007302944014,71.20533529694134,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.150975926972515
085.C1E,1759,2001,0,0,5.679936986008758,0.8767889565310263,0,0,0,0,0,4.569515646694436,24.514712164904413,0,64.35904624586138,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9.081060332522744
085.C1D,1759,2001,0,0,2.439320301739211,7.50979510565868,0,0,0,0,0,16.914952077133336,31.533888567737883,0,41.60204394773089,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.7754931520824644
093.2CC,31047,1992,0,0,0,1.8907149152366636,0,0,0,0,0,0,8.344393177458654,29.037793561096997,60.72709834620768,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1421615303029533
093.2CC,31047,2001,0,0,0,1.8907149152366636,0,0,0,0,0,0,8.344393177458654,29.037793561096997,60.72709834620768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7855403825757383
093.2CC,31047,2005,0,0,0,1.8907149152366636,0,0,0,0,0,0,8.344393177458654,29.037793561096997,60.72709834620768,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.927701912878691
093.2CC,31047,2009,0,0,0,1.8907149152366636,0,0,0,0,0,0,8.344393177458654,29.037793561096997,60.72709834620768,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6.284323060605907
093.2CB,31047,1992,0,0,0,0,0,0,0,0,0,0,42.67455650389269,0,57.32544349610731,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.645882716519393
093.2CB,31047,2001,0,0,0,0,0,0,0,0,0,0,42.67455650389269,0,57.32544349610731,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.430588477679595
093.2CB,31047,2005,0,0,0,0,0,0,0,0,0,0,42.67455650389269,0,57.32544349610731,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.076471194198988
093.2CB,31047,2009,0,0,0,0,0,0,0,0,0,0,42.67455650389269,0,57.32544349610731,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.291765433038786
094.D,1935,1990,0,0,4.610921686420956,0.318882935541484,0,0,0,0,0,13.328137684689072,18.37571034258808,11.048979812740162,52.23358770363154,0.08377983438869947,0,0,0,0,0,0,0,0,0,0,0,0,94,4.872271532834889
094.C,1935,1990,7.251706785580042,0,6.452585057781501,1.0680346341277636,0,1.301015212456099,0,3.6053206339323713,0,31.370412625659657,13.751815244911104,1.8739454192905272,33.32516438626094,0,0,0,0,0,0,0,0,0,0,0,0,0,204,5.096341447557605
097.1Z,31858,2002,1.2400500078348613,0,2.3151733646276864,0,0.3832881842398662,12.164439649584414,0,0.4939908303938511,0,33.1340234775286,16.479700945030835,12.60995579785381,21.17937774290607,0,0,0,0,0,0,0,0,0,0,0,0,0,602,6.82726937854204
097.1Z,31858,2003,1.2400500078348613,0,2.3151733646276864,0,0.3832881842398662,12.164439649584414,0,0.4939908303938511,0,33.1340234775286,16.479700945030835,12.60995579785381,21.17937774290607,0,0,0,0,0,0,0,0,0,0,0,0,0,574,6.509721965586596
097.1Z,31858,2004,1.2400500078348613,0,2.3151733646276864,0,0.3832881842398662,12.164439649584414,0,0.4939908303938511,0,33.1340234775286,16.479700945030835,12.60995579785381,21.17937774290607,0,0,0,0,0,0,0,0,0,0,0,0,0,575,6.521062944620719
097.1Z,31858,2005,1.2400500078348613,0,2.3151733646276864,0,0.3832881842398662,12.164439649584414,0,0.4939908303938511,0,33.1340234775286,16.479700945030835,12.60995579785381,21.17937774290607,0,0,0,0,0,0,0,0,0,0,0,0,0,588,6.668495672064318
104.D6Z,34660,1987,0,0,0,0.804621956439062,0,0,0,0,0,1.629273026625607,11.499572593019138,62.96139984429748,19.93182948070946,3.1733030989092477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.D6Z,34660,1995,0,0,0,0.804621956439062,0,0,0,0,0,1.629273026625607,11.499572593019138,62.96139984429748,19.93182948070946,3.1733030989092477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.D6Z,34660,2000,0,0,0,0.804621956439062,0,0,0,0,0,1.629273026625607,11.499572593019138,62.96139984429748,19.93182948070946,3.1733030989092477,0,0,0,0,0,0,0,0,0,0,0,0,14,0.1846513016976202
104.D6Z,34660,2004,0,0,0,0.804621956439062,0,0,0,0,0,1.629273026625607,11.499572593019138,62.96139984429748,19.93182948070946,3.1733030989092477,0,0,0,0,0,0,0,0,0,0,0,0,18,0.2374088164683688
104.D6Z,34660,2008,0,0,0,0.804621956439062,0,0,0,0,0,1.629273026625607,11.499572593019138,62.96139984429748,19.93182948070946,3.1733030989092477,0,0,0,0,0,0,0,0,0,0,0,0,8,0.10551502954149725
104.2AZ,31279,2003,1.6319203185787616,0,3.7796027560368657,0.925617001478416,0.10743768767160188,1.6658963394663624,0,0,0,16.320121456622417,12.555211033942353,23.0793600264462,39.302756955136346,0.57667408425441,0.05540234036626763,0,0,0,0,0,0,0,0,0,0,0,83,1.6607252552082188
104.2AZ,31279,2004,1.6319203185787616,0,3.7796027560368657,0.925617001478416,0.10743768767160188,1.6658963394663624,0,0,0,16.320121456622417,12.555211033942353,23.0793600264462,39.302756955136346,0.57667408425441,0.05540234036626763,0,0,0,0,0,0,0,0,0,0,0,74,1.4806466130772071
104.2AZ,31279,2005,1.6319203185787616,0,3.7796027560368657,0.925617001478416,0.10743768767160188,1.6658963394663624,0,0,0,16.320121456622417,12.555211033942353,23.0793600264462,39.302756955136346,0.57667408425441,0.05540234036626763,0,0,0,0,0,0,0,0,0,0,0,72,1.4406291370480937
105.4B,31186,1992,7.57987784166604,0,1.226871579170031,0.20644473687957257,0,14.966531545365976,0.6825896915939365,8.194127206568808,0,40.86832893663672,14.243669875543317,0,12.0315585865756,0,0,0,0,0,0,0,0,0,0,0,0,0,323,27.49425895186112
111.BC,33992,2001,0,0,0,0.3240560833657166,0,0,0,0,0,0,27.087827908576433,14.98340636320188,57.60470964485598,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.5355451895197665
111.BC,33992,2005,0,0,0,0.3240560833657166,0,0,0,0,0,0,27.087827908576433,14.98340636320188,57.60470964485598,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.8889998465640752
111.BC,33992,2009,0,0,0,0.3240560833657166,0,0,0,0,0,0,27.087827908576433,14.98340636320188,57.60470964485598,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.747817707561687
116.2Z,36436,1992,0,0,5.683532566904806,1.397186703846994,0,0,0,5.359265522241967,0,22.97100863393261,39.88587864327357,0,22.070974056916175,0,2.632153872883878,0,0,0,0,0,0,0,0,0,0,0,0,0
116.2Z,36436,2001,0,0,5.683532566904806,1.397186703846994,0,0,0,5.359265522241967,0,22.97100863393261,39.88587864327357,0,22.070974056916175,0,2.632153872883878,0,0,0,0,0,0,0,0,0,0,0,136,3.366561495022203
116.2Z,36436,2005,0,0,5.683532566904806,1.397186703846994,0,0,0,5.359265522241967,0,22.97100863393261,39.88587864327357,0,22.070974056916175,0,2.632153872883878,0,0,0,0,0,0,0,0,0,0,0,122,3.020003694064035
116.2Z,36436,2009,0,0,5.683532566904806,1.397186703846994,0,0,0,5.359265522241967,0,22.97100863393261,39.88587864327357,0,22.070974056916175,0,2.632153872883878,0,0,0,0,0,0,0,0,0,0,0,108,2.673445893105867
121.1B3B,965,2001,24.46865857698765,0,26.92700758617979,1.239001162353232,0,3.893883326688641,0,6.002403319725752,0,5.843492225709905,24.0812074997052,0,7.544346302649828,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.7034847328210754
121.1B3B,965,2009,24.46865857698765,0,26.92700758617979,1.239001162353232,0,3.893883326688641,0,6.002403319725752,0,5.843492225709905,24.0812074997052,0,7.544346302649828,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9.01161577607025
121.1B3A,965,2001,23.11726170381657,0,33.01657831589127,0.00159670076002956,0,0,0,3.969854289650642,0,17.993677064990283,6.719601098530123,0,0.0944334449503198,0,15.086997381410752,0,0,0,0,0,0,0,0,0,0,0,80,7.6725555340064355
121.1B3A,965,2009,23.11726170381657,0,33.01657831589127,0.00159670076002956,0,0,0,3.969854289650642,0,17.993677064990283,6.719601098530123,0,0.0944334449503198,0,15.086997381410752,0,0,0,0,0,0,0,0,0,0,0,109,10.453856915083769
123.GA,38552,1993,0,0,26.14202928249042,22.295815323380317,0,0,0,0,0,5.736499264551377,22.145078745968924,0,23.680577383608963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.GA,38550,1993,0,0,25.991657933782253,22.663304938489368,0,0,0,0,0,5.712343975347327,22.05183010130146,0,23.580863051079593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.GA,38540,1993,0,0,26.28294965694578,22.123993948457432,0,0,0,0,0,5.7508804855161655,22.109021777544875,0,23.733154131535745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.G2,38549,1993,0,0,56.39737786795692,17.736226002809428,0,0,0,0,0,0,12.723583580458872,0,13.142812548774776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.D1D,38546,1991,0,0,4.860729406521578,0.0695733986976652,0,0,0,0,0,9.207952660377826,85.86174453440293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.D1D,38546,1992,0,0,4.860729406521578,0.0695733986976652,0,0,0,0,0,9.207952660377826,85.86174453440293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.D1D,38546,1993,0,0,4.860729406521578,0.0695733986976652,0,0,0,0,0,9.207952660377826,85.86174453440293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.D1E,38546,1991,0,0,29.168870729438375,0.09462269485434945,0,0,0,0.0848184156284771,0,13.396293526439637,22.94634551192018,0,34.309049121718985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.D1E,38546,1992,0,0,29.168870729438375,0.09462269485434945,0,0,0,0.0848184156284771,0,13.396293526439637,22.94634551192018,0,34.309049121718985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.D1E,38546,1993,0,0,29.168870729438375,0.09462269485434945,0,0,0,0.0848184156284771,0,13.396293526439637,22.94634551192018,0,34.309049121718985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.GB1,38551,1993,0,0,9.474399714035616,9.647779694839976,0,0,0,0,0,9.94500251907602,34.84290253849683,5.015353697975451,31.07456183557611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.J,34961,1992,0,0,0.4473837072956016,7.407194940234588,0,0,0,0,0,0,76.55467642251783,4.377000147925258,6.767508397464344,0.00151533191180768,0,0,0,4.444721052650568,0,0,0,0,0,0,0,0,0,0
123.J,34949,1992,0,0,0.4469399392017509,7.532235543114926,0,0,0,0,0,0,76.47874043674683,4.379290533307478,6.72096746637678,0.00151382882632851,0,0,0,4.440312252425911,0,0,0,0,0,0,0,0,0,0
128.EB,40648,2008,42.87605839924736,26.374658203751828,22.820344006117946,1.2072674455922727,0,2.991485124183678,0,0,0,0,3.730186821106915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.8455883598511136
128.EB,40648,2009,42.87605839924736,26.374658203751828,22.820344006117946,1.2072674455922727,0,2.991485124183678,0,0,0,0,3.730186821106915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1.7717648254570688
128.EB,40601,2008,42.83223655475643,26.138332411262848,22.95718923798154,1.402032437469062,0,2.968581661473954,0,0,0,0,3.701627697056169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1.8131993209577677
128.EB,40601,2009,42.83223655475643,26.138332411262848,22.95718923798154,1.402032437469062,0,2.968581661473954,0,0,0,0,3.701627697056169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1.739938742333211
128.EAZ,40589,2008,33.0533661555139,13.89823618419567,4.3289143837936725,0.13618193726145578,0,0.9546286049820456,0,1.5438469703471172,0,6.083244879062309,36.71243704690711,0,3.2891438379367193,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.16360396737009503
128.EAZ,40589,2009,33.0533661555139,13.89823618419567,4.3289143837936725,0.13618193726145578,0,0.9546286049820456,0,1.5438469703471172,0,6.083244879062309,36.71243704690711,0,3.2891438379367193,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1363366394750792
134.56,36911,2008,51.9428745632343,0,3.918914844506383,2.0502443877909955,0,21.551016579508943,0,0,10.299295479747135,0,3.577877461047032,0,6.659776684165212,0,0,0,0,0,0,0,0,0,0,0,0,0,96,8.25240809916236
134.56,36911,2009,51.9428745632343,0,3.918914844506383,2.0502443877909955,0,21.551016579508943,0,0,10.299295479747135,0,3.577877461047032,0,6.659776684165212,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8.424333267894909
134.56,36938,2008,52.41719499205385,0,4.599238394707558,0.2298768431834965,0,21.89189833011744,0,0,10.462203891061176,0,3.634470296372677,0,6.765117252503802,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7.5097759860669475
134.56,36938,2009,52.41719499205385,0,4.599238394707558,0.2298768431834965,0,21.89189833011744,0,0,10.462203891061176,0,3.634470296372677,0,6.765117252503802,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7.684421939231295
134.31A,36951,2008,37.46552613454423,0,5.349151309336044,6.386423334595512,9.39448239261298,24.421360826955357,0.04651176658248832,8.583209848568421,0,0.274300161896726,2.036082397383415,0,6.042951827524829,0,0,0,0,0,0,0,0,0,0,0,0,0,283,28.84588172968508
134.31A,36951,2009,37.46552613454423,0,5.349151309336044,6.386423334595512,9.39448239261298,24.421360826955357,0.04651176658248832,8.583209848568421,0,0.274300161896726,2.036082397383415,0,6.042951827524829,0,0,0,0,0,0,0,0,0,0,0,0,0,232,23.64750728369943
135.1A0,36878,2008,52.972341923189184,0,0.388346180919189,4.391299122701598,0,16.152248184455853,0,0,0,4.96540594365375,0,0,21.13035864508043,0,0,0,0,0,0,0,0,0,0,0,0,0,236,29.34790778172539
135.1A0,36878,2009,52.972341923189184,0,0.388346180919189,4.391299122701598,0,16.152248184455853,0,0,0,4.96540594365375,0,0,21.13035864508043,0,0,0,0,0,0,0,0,0,0,0,0,0,230,28.601774533037453
135.1AB,668,2008,60.10220222100617,0,0,9.85704212506568,0,0,0,0,0,0.5646441299062648,0,0,29.47611152402187,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5.915468443224269
135.1AB,668,2009,60.10220222100617,0,0,9.85704212506568,0,0,0,0,0,0.5646441299062648,0,0,29.47611152402187,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5.915468443224269
135.1AA,668,2008,79.66371788303181,0,0,16.334871687975703,0,4.001410428992498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8.000318519078634
135.1AA,668,2009,79.66371788303181,0,0,16.334871687975703,0,4.001410428992498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8.000318519078634
135.1AA,36868,2008,87.38566299261589,0,0,8.176959337720302,0,4.437377669663805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6.5365106190906435
135.1AA,36868,2009,87.38566299261589,0,0,8.176959337720302,0,4.437377669663805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6.5365106190906435
135.3D0,36727,1992,3.3208519938855963,2.063778862399099,11.318854085655287,1.1863418166215238,2.2401043203089386,1.4079219072648772,0,1.465412051811526,0,15.107840113706455,11.649380514360804,0,49.55231435543994,0,0.6871999785459518,0,0,0,0,0,0,0,0,0,0,0,154,2.597390583532653
138.B3Z,40844,1989,18.271444870864016,6.793382429208589,37.375012965460016,2.0734363655222485,0,0,0,0.14262006015973447,0,3.2112851363966395,10.433824292085884,0,21.698993880302872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.BAD2,40445,2008,14.34565695026466,0.34898658099068736,10.563973178276468,0.5866233579298713,0,0,0,1.0757477410926946,0,2.8027560434427183,35.35030376769715,2.2902753599178727,32.635677020387874,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.13120398453433574
139.BAD2,40445,2009,14.34565695026466,0.34898658099068736,10.563973178276468,0.5866233579298713,0,0,0,1.0757477410926946,0,2.8027560434427183,35.35030376769715,2.2902753599178727,32.635677020387874,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.13120398453433574
139.ACA,39579,1987,15.04558017183228,7.749369320981259,62.44959325696813,7.9546968405783,0,4.381871123676525,0,0,0,0,0.0938881757992654,0,2.3250011101642407,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06384420074919202
139.ACA,39543,1987,15.186779738437927,7.822315381446468,62.589622470346406,7.536505347998797,0,4.423118381704742,0,0,0,0,0.09477196030677086,0,2.3468867197588867,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06444325757727369
139.ACA,39629,1987,15.404316409469038,7.947320026717325,63.978452650480136,5.695431163851806,0,4.493802100953323,0,0,0,0,0.09628646524579072,0,2.3843911832825877,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06547709045635164
139.ACA,39496,1987,15.1815680207032,7.785834225406966,62.42117651565616,7.766893178882222,0,4.410071529053225,0,0,0,0,0.094492411876249,0,2.339964118421977,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06425390292637934
139.AF,39224,2001,12.996105549922296,3.3867948755285044,5.133472944029525,1.783478106624801,0,0.3713097371841882,0,0.8963059645184093,0,1.482591463979646,23.84007074079271,2.4429665596200327,47.66690405779988,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.3170254552877525
139.AF,39140,1987,13.016786278396744,3.39025049558479,5.138710737493772,1.783045169770918,0,0.3716885925391962,0,0.927565115071078,0,1.4841041841137248,23.821594775953272,2.4454591712338205,47.62079547984269,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03733404814867526
139.AF,39218,1987,12.942935820915189,3.3710159821863845,5.109556372452139,2.334084351160125,0,0.36957982528953714,0,0.9223025943054404,0,1.4756841508887044,23.598034177898995,2.431584911129557,47.44522181377393,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0371230636406103
139.BABZ,40353,2008,15.61795199238112,10.1623341486115,21.09391571611004,0.6459816887080366,0,0,0,0.04675223480011255,0,1.596069349148287,42.35860695655938,0,8.478387913681521,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.2832109927382386
139.BABZ,40353,2009,15.61795199238112,10.1623341486115,21.09391571611004,0.6459816887080366,0,0,0,0.04675223480011255,0,1.596069349148287,42.35860695655938,0,8.478387913681521,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.2832109927382386
139.ECB,716,1989,0,0,0,2.2842304807775657,0,0,0,0,0,0,26.37360980775681,0,71.34215971146563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.AD,39609,1987,30.882435676243343,12.873034030955417,11.067483684644811,0.6641787312779737,0.34381016677918635,12.21721613782412,0.28129922736478885,0,0,2.614520041007176,18.47846810691871,1.3944627809866728,9.1830914159978,0,0,0,0,0,0,0,0,0,0,0,0,0,596,4.68727994969694
139.AD,39588,1987,30.933258121827013,12.871558643880288,11.024136955777822,0.6640905163186572,0.34376450256495195,12.21559347034953,0.2812618657349607,0,0,2.6141727854143846,18.47601383183353,1.39427757108503,9.18187173521383,0,0,0,0,0,0,0,0,0,0,0,0,0,596,4.686633764247732
139.ACD,39371,1987,10.377646557915696,0,62.975928848825255,26.646424593259045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.ECA,716,1989,0,0,0,0,0,0,0,0,0,0,0.5142073812881071,0,99.48579261871188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.A5B,40322,1989,28.17794101186025,1.1178903004238931,4.98824682161287,1.5709838440436774,1.9014355262325424,0.940903169708109,0,0.4542291164108113,0,13.380940870724771,31.66869177147733,0,15.798737567505746,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.3918482887697078
139.F1Z,38971,2008,12.722155198151397,0.266369812309171,14.641127720995378,1.28745409282766,0.7775778770991884,0.5438383667978908,0,3.8623622784829794,0,11.108176110401407,11.845687528232425,0.528189140324727,42.407294981259774,0,0,0,0.00976689311800293,0,0,0,0,0,0,0,0,0,32,0.35747114435906074
139.F1Z,38881,2008,12.792863576046598,0.26785026723644373,14.722501542929145,0.9400428337219022,0.7818995717743853,0.5468609622744058,0,3.8838288749284335,0,11.16991416514978,11.848691384038132,0.5311247590742648,42.504600886361175,0,0,0,0.00982117646533626,0,0,0,0,0,0,0,0,0,32,0.3594627105576834
139.F1Z,38881,2009,12.792863576046598,0.26785026723644373,14.722501542929145,0.9400428337219022,0.7818995717743853,0.5468609622744058,0,3.8838288749284335,0,11.16991416514978,11.848691384038132,0.5311247590742648,42.504600886361175,0,0,0,0.00982117646533626,0,0,0,0,0,0,0,0,0,32,0.3594627105576834
139.F1Z,38972,2008,12.824035487137031,0.2685029283600624,14.758375333530982,0.550542879358278,0.7838047983710822,0.5481934787351275,0,3.8932924612209057,0,11.197131493715354,11.933388898522674,0.5324189316939737,42.70046820198133,0,0,0,0.00984510737320228,0,0,0,0,0,0,0,0,0,30,0.3378136553187562
139.F1Z,118010,2008,12.722875358509668,0.2663848906490024,14.641956508226851,1.2875269714701782,0.7776218932862128,0.5438691517417132,0,3.862580914410535,0,11.108804908585585,11.84635807457001,0.5282190394160843,42.4040348431437,0,0,0,0.00976744599046342,0,0,0,0,0,0,0,0,0,32,0.3574911075909093
139.F1Z,118010,2009,12.722875358509668,0.2663848906490024,14.641956508226851,1.2875269714701782,0.7776218932862128,0.5438691517417132,0,3.862580914410535,0,11.108804908585585,11.84635807457001,0.5282190394160843,42.4040348431437,0,0,0,0.00976744599046342,0,0,0,0,0,0,0,0,0,32,0.3574911075909093
139.F1Z,38886,2008,12.73040662180607,0.266542576289483,14.56033246744016,1.2882891187325012,0.7780822039517158,0.5441910932576944,0,3.864867356197504,0,11.11538072830538,11.853370486406885,0.5285317169006873,42.46023240291464,0,0,0,0.00977322779728104,0,0,0,0,0,0,0,0,0,32,0.3577027110205816
139.F1Z,38886,2009,12.73040662180607,0.266542576289483,14.56033246744016,1.2882891187325012,0.7780822039517158,0.5441910932576944,0,3.864867356197504,0,11.11538072830538,11.853370486406885,0.5285317169006873,42.46023240291464,0,0,0,0.00977322779728104,0,0,0,0,0,0,0,0,0,32,0.3577027110205816
163.D1A,806,1989,2.471579825635519,0,0,1.0197656856572277,0,0,0,0,0,7.200163780549515,10.536033652267626,31.83754823607576,46.06965308652944,0.8652557332849201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163.D1B,806,1989,0,0,0,2.157526676768226,0,0,0,0,0,13.86999740520177,35.69673535941159,1.109035984405583,47.16670457421283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168.5Z,45724,1989,0,0,15.065958815958815,5.157389532389532,0,0,0,2.105166390880677,7.660721946436233e-4,40.49246951032665,3.852768584911442,17.661794447508733,15.663686645829502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168.5Z,45724,1999,0,0,15.065958815958815,5.157389532389532,0,0,0,2.105166390880677,7.660721946436233e-4,40.49246951032665,3.852768584911442,17.661794447508733,15.663686645829502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.5DC,1001,1989,9.472459447744056,0,0.08010322161975812,1.9430101066944496,0,0,0,3.4839831580441634,0,41.62148185890173,0,0,43.39896220699585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.5DC,1001,1999,9.472459447744056,0,0.08010322161975812,1.9430101066944496,0,0,0,3.4839831580441634,0,41.62148185890173,0,0,43.39896220699585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181.1,48048,1989,0,0,0.27262774403411577,0.027023627259522,0,0.21523242950061772,0,0,76.8224327673677,0.2676056540124347,4.983730819801193,7.080859953997655,10.33048700402676,0,0,0,0,0,0,0,0,0,0,0,0,0,512,2.466266590120599
209.5C,53900,1999,0,0,0,9.297434203281576,0,0,0,0,0,0,6.591096795507102,0,84.11146900121132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.5A,2430,1990,0,0,17.83504979436457,0,0,0,0,0,0,0,45.543999184256144,0,36.62095102137929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.5B,2430,1990,0,0,0,3.1678085035018912,0,0,0,0,0,0,29.537763638114654,0,67.29442785838346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.3Z,63664,1990,0,0,0.5550320143029512,3.864967457262887,0,0.6221431528143523,0,0,0,5.36536818650203,9.85688241459183,0,79.73560677452595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.ABC4,2437,1990,0,0,0,2.0358708866638437,0,0,0,0,0,0,0,0,97.96412911333616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.4CZ,64799,1990,0.1780529611361808,0.7358239759331164,3.2255920523314794,4.9671179207332,0,0,0,0.45912477699653687,0,6.415853359918843,22.745828523454716,0,61.27260642949592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.ABC2,2437,1990,0,0,0,2.492476830293021,0,0,0,0,0,0,0,0,97.50752316970696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.ABC1,2437,1990,0,0,0,1.549353535709876,0,0,0,0,0,0,0,0,98.45064646429012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.ABC3,2437,1990,0,0,0,4.897906583808242,0,0,0,0,0,0,0,0,95.10209341619176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.FAC,2456,1988,82.85987953360717,4.906334616588996,0,3.450054338816335,0,0,0,1.967986148206819,0,0.7301663320377978,6.085579030742876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.CE,64684,1990,9.063436668871285,0,11.206077705697762,6.595556055894066,0,0,0,0,0,0,24.551982044101713,0,48.58294752543518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.7C,2474,1988,0,0,0,0,0,0,0,0,0,0,46.82339642608047,12.37740205392145,40.79920151999807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.CZ,64713,1987,0,0,20.91826106024889,3.015185570966504,0,0,0,0,0,18.155528753906037,7.367742996546242,0,50.54328161833232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.CZ,64713,2000,0,0,20.91826106024889,3.015185570966504,0,0,0,0,0,18.155528753906037,7.367742996546242,0,50.54328161833232,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3.584085812021471
