vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density
002.CF2A,5013,2009,99.99672629895,0,0,0.00327370104998505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,110.36405380019772
002.CDC,5114,1988,83.91706275296733,0,3.091749139863668,12.991188107169004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,29.617234527920484
002.CDC,5114,1996,83.91706275296733,0,3.091749139863668,12.991188107169004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,25.33918954055419
002.CDC,5114,2002,82.93022938233297,0.9868333706343576,3.091749139863668,12.991188107169004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,51.171999656573725
002.CDC,5114,2006,82.93022938233297,0.9868333706343576,3.091749139863668,12.991188107169004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,17.11217994946517
003.B1B,5828,1987,80.39024626513782,0.8376462141382716,0,4.834130379348317,6.351438173019528,5.342843751914264,0,0,0,0,0,0,0,0,2.2436952164417985,0,0,0,0,0,0,0,0,0,0,0,427,12.84195943375858
003.B1B,5828,1998,80.39024626513782,0.8376462141382716,0,4.834130379348317,6.351438173019528,5.342843751914264,0,0,0,0,0,0,0,0,2.2436952164417985,0,0,0,0,0,0,0,0,0,0,0,320,9.623950863706662
006.C1,298,2009,95.22898639256807,4.7710136074319305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,542.1609369632043
006.C2,298,2009,94.46427238522294,5.535727614777053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,534.9801821793533
006.B9,298,2009,54.31373680263082,9.294574346209956,0,1.0546356660705014,0,21.654976881423543,0,13.68207630366518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,716.751587246946
006.B2,298,2009,66.57526541517261,1.043581322003596,0,1.1447755647291609,17.50836170789767,11.988378983738611,1.739637006458352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335,861.5012607881123
006.1B,2510,2009,48.026529496178064,0,0,0,0,1.842920053782673,42.195344591510725,7.935205858528542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12724,1642.660824818293
006.B1,298,2009,95.14036205539524,0,0,0.3174543682770511,0,4.286383568831753,0.25580000749597087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7511,721.9093690896266
006.BA,298,2009,84.41273010946024,2.9526998074861046,0,0.023372293990655182,0,7.100256890213775,3.2475187439647204,2.263422154884502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11115,549.8887081986852
006.A4,298,2009,0.5123895068859439,0,0,0,0,0.08145013694007087,69.37539751560857,0,0,0,0,0,0,0,0,0,0,0,15.068924338988332,8.959839565945407,0.495515374930232,0.22260874080035303,5.283874819901092,0,0,0,23131,4188.0408110715325
006.A3,298,2009,8.48844298821745,0,0,0,0,0,60.6149529838058,0,0,0,0,0,0,0,0,0,0,0,15.539137202028364,10.82016863372972,0.28700449590807925,0,4.250293696310579,0,0,0,28201,3049.932933887459
006.1C,2510,2009,97.96678114867942,0,0,1.6721543287700695,0,0,0.36106452255051585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6663,815.517921378841
010.3C,310,2010,53.489713478651645,0,0,3.950656302778299e-4,45.817143873025906,0,0.6927475826921747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,36.625591619046375
010.3D,310,2010,93.2695313812072,0.31160294653399856,0,1.8422296921951988,4.576635980063613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,21.024864177604517
012.HC,7054,1998,40.67296639168714,0.5616943646532617,47.251671614164515,0.33178907389774814,0,0,0,1.733091159314765,0,1.4154377935493163,8.03334960273326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1287488561336486
012.GBB,564,1987,53.6030269138329,9.162125502700905,17.948900998659465,0,0,9.150544543067683,0,5.215873846861639,0,4.475644290031649,0.443883904845759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,3.775044964625608
012.H4Z,7026,1998,52.47904074271402,9.393544120078632,25.94256949164998,0.5511565100769782,0,0.09271677291739389,0,7.024183522869933,0,2.4438279656813213,1.080879155873185,0,0,0,0,0.9920817181385608,0,0,0,0,0,0,0,0,0,0,25,0.30795817289882116
012.DC3Z,4780,1987,66.11458064696001,8.851963114497007,5.794899317632135,1.5743599751866229,0,0,0,0.01080357702950422,0,0,17.65339336869472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,6.844228357308503
012.D52,5269,1989,51.7852172502412,13.13670244102354,0.17793260077013054,29.63166927076663,1.2032649436916745,2.723632420617641,0.4837649308846255,0.2902931106614414,0,0,0,0,0,0,0.469591796658214,0,0,0,0,0,0,0,0.0979312346849039,0,0,0,2293,19.68666601333768
012.DD,7241,1989,52.58141778608392,8.643407976143088,0.978025462666226,2.188547872376313,0,0,0,1.157761930142966,0,2.116896172503829,28.488634906927008,0,3.4297010464386677,0,0,0.4156068467179878,0,0,0,0,0,0,0,0,0,0,99,1.477680232987216
012.GBC,564,1987,6.372962127985421,0,2.0033281856254894,5.7661457642635,0,0,0,7.078169583463452,0,46.49128811050603,32.28810622815611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2.527996740075422
012.EC2B,605,2010,72.70746115731588,24.67721149151104,1.1768873021844757,1.438440048988609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1.418501622322874
012.EC4AB,636,1988,64.4006391529895,5.209495228483915,28.42194720348436,1.9679184150422264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.317471090140731
012.D8B,5052,2010,81.13890429988686,11.754684093957094,5.872318304333961,0.273903185926531,0,0.9601901158955586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,6.069578053306153
012.CB7C,7183,1989,36.90365685457015,2.058564913145552,8.470253422346687,0,0,0,0,0,0,3.0458929217601987,44.457730019631185,0,5.063901868546226,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.7735733662882033
012.3Z,5771,2010,96.22082643806992,0,0,0.9628012829070948,0,1.8259381956712752,0.9904340833517036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,44.32809860028165
013.AZ,5742,1991,67.65689653644749,8.561416255393803,1.6052932368134254,0.04496681758977858,17.770310381797078,4.259443031693853,0.10167374026457322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,20.75544002899743
013.AZ,5742,1998,67.65689653644749,8.561416255393803,1.6052932368134254,0.04496681758977858,17.770310381797078,4.259443031693853,0.10167374026457322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,31.066350687179632
013.1Z,5755,1988,91.16878375508357,1.712568607179905,0,3.643837684232328,0.7545692776741222,2.258617693675414,0.4572349309935074,0,0,0.00438805116116609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,24.686383386184424
013.1Z,5706,1988,91.56294344212446,1.6971769537894748,0,3.2501608510563287,0.7578067848297623,2.2683083757128126,0.45919671423157266,0,0,0.00440687825558131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,24.250231340860385
015.EC,379,2010,85.25277586966997,3.854605602660187,0,2.131669691159936,0,5.2048624282750815,0,2.4508648000246063,0,1.1052216082102175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,3.836310722498424
015.NG,392,1989,0,0,0,1.7659373613381812,0,0,0,0,0,0,22.483688158690168,0,75.75037447997165,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.275849803413015
015.NG,392,1996,0,0,0,1.7659373613381812,0,0,0,0,0,0,22.483688158690168,0,75.75037447997165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015.NG,392,2000,0,0,0,1.7659373613381812,0,0,0,0,0,0,22.483688158690168,0,75.75037447997165,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.4565438741843295
015.NG,392,2005,0,0,0,1.7659373613381812,0,0,0,0,0,0,22.483688158690168,0,75.75037447997165,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2731019764095618
015.CB,6247,1991,88.57969201907294,0.8636582887364088,1.7547706157902665,2.5579918896195135,0,0,0,0,0,0,3.690089664126533,0,1.9723057388472736,0,0,0.5814917838070744,0,0,0,0,0,0,0,0,0,0,144,2.7599864366289824
015.CB,6247,2001,87.81707984358825,1.6262704642210963,1.7547706157902665,2.5579918896195135,0,0,0,0,0,0,3.690089664126533,0,1.9723057388472736,0,0,0.5814917838070744,0,0,0,0,0,0,0,0,0,0,69,1.3224935008847207
015.CB,6247,2006,87.81707984358825,1.6262704642210963,1.7547706157902665,2.5579918896195135,0,0,0,0,0,0,3.690089664126533,0,1.9723057388472736,0,0,0.5814917838070744,0,0,0,0,0,0,0,0,0,0,100,1.9166572476590156
015.C6B,6344,1989,63.543660837798136,7.399793569828645,7.30150368533532,1.7079741148556915,0,0,0,0,0,0,13.054352807150536,0,0,0,0,6.992714985031672,0,0,0,0,0,0,0,0,0,0,54,5.881044439249492
015.FA0,5961,1987,82.73740470295924,2.346832071643712,10.20762018822562,0.9112765558107734,0,0.2920804025490003,0,0,0,0,2.6830641629501195,0,0,0,0,0.821721915861539,0,0,0,0,0,0,0,0,0,0,43,3.3752602267949534
015.EB,379,2010,75.67319243651987,11.667015349973797,3.035270215184331,3.673684187823116,0,4.395997834568822,0,1.5548399759300675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4.868433419176956
015.C2Z,6427,1991,72.78704539444497,19.373556222367437,0.9932971564820016,0,0,6.0702585632268065,0.04338162498606762,0,0,0.24378943411565956,0,0,0,0,0,0.4886716043770639,0,0,0,0,0,0,0,0,0,0,533,5.856129565740502
015.NF,392,1989,0,0,0,15.520547790675376,0,0,0,0,0,0,7.776912924295239,0,76.70253928502937,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2.178091649301665
015.NF,392,1996,0,0,0,15.520547790675376,0,0,0,0,0,0,7.776912924295239,0,76.70253928502937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015.NF,392,2000,0,0,0,15.520547790675376,0,0,0,0,0,0,7.776912924295239,0,76.70253928502937,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.6335687369762486
015.NF,392,2005,0,0,0,15.520547790675376,0,0,0,0,0,0,7.776912924295239,0,76.70253928502937,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.6050254581393514
015.4L,6363,1987,82.15953640386982,2.400096175005909,11.180955718745162,1.0269534529272248,0,0,0,0,0,0,3.232458249451884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4.957525483769843
015.DZ,6117,1989,73.76438008705226,1.0868670446477264,0.7543757653087474,0.02141578259572147,0,2.172576479425414,0,0.10109792865007254,0,0,13.805269440128418,0,6.519594476400194,0,0,1.7658052334255991,0.00861776236584587,0,0,0,0,0,0,0,0,0,1091,7.055314852492759
015.C6C,6344,1989,54.14713524805981,0,7.829401151598339,1.335905869353154,0,0,0,0,0,0,36.6875577309887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4.662686288144774
016.L2AB,40,1995,0,0,0,7.779896976887381,0,0,0,0,0,0,4.19210957093727,0,88.02799345217535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.L2AB,40,2000,0,0,0,7.779896976887381,0,0,0,0,0,0,4.19210957093727,0,88.02799345217535,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.6088835861985871
016.L2AB,40,2005,0,0,0,7.779896976887381,0,0,0,0,0,0,4.19210957093727,0,88.02799345217535,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.338268658999215
016.L2AB,40,2009,0,0,0,7.779896976887381,0,0,0,0,0,0,4.19210957093727,0,88.02799345217535,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.135307463599686
016.EAC1C,69,1991,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.064760761412409
016.EAC1C,69,1996,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.958284685271168
016.EAC1C,69,2000,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.8100932944010952
016.EAC1C,69,2004,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2777129136948908
016.EAC1C,69,2008,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2777129136948908
016.G5C2B2C,109,2000,0,0,0,1.9939623301905365,0,0,0,0,0,0,9.05978605648284,0,88.94625161332662,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.144590138741079
016.L2AC,40,1995,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.L2AC,40,2000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.L2AC,40,2005,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.L2AC,40,2009,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.BB2,14367,1987,81.78457003954685,0.12581398114834527,0.6710698462727841,8.627828491570277,1.070440962207487,0.29223409949154056,0,0.5888354494365318,0,0,2.5521468288186493,0,4.278325800600637,0,0,0,0.00873450090690137,0,0,0,0,0,0,0,0,0,384,4.305132527666748
016.BB2,14367,1996,81.78457003954685,0.12581398114834527,0.6710698462727841,8.627828491570277,1.070440962207487,0.29223409949154056,0,0.5888354494365318,0,0,2.5521468288186493,0,4.278325800600637,0,0,0,0.00873450090690137,0,0,0,0,0,0,0,0,0,115,1.2892975017751982
016.BB2,14367,2006,81.49465894561565,0.4157250750795397,0.6710698462727841,8.627828491570277,1.070440962207487,0.29223409949154056,0,0.5888354494365318,0,0,2.5521468288186493,0,4.278325800600637,0,0,0,0.00873450090690137,0,0,0,0,0,0,0,0,0,230,2.5785950035503964
016.K2,11836,1995,0,0,0.9162739992612148,2.3879884317029,0,0,0,0,0,6.505365203211014,44.84156658528015,0,45.34880578054472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.K3E,18854,1995,0,0,0,4.990182949179977,0,0,0,0,0,0,39.87210614754247,0,55.13771090327755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.K3E,18827,1995,0,0,0,5.467521623936876,0,0,0,0,0,0,39.81587574685265,0,54.71660262921048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.K3E,18827,2000,0,0,0,5.467521623936876,0,0,0,0,0,0,39.81587574685265,0,54.71660262921048,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.855052588732791
016.BG111,13194,1987,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.6766951201110074
016.BG111,13194,1996,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2.235593493481343
016.BG111,13194,2000,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.4903956623208954
016.BG111,13194,2005,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.8008947586377486
016.BG111,13194,2009,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.241996385267413
016.CA11C,13775,1991,83.85359324948159,0,0,1.976368590252953,0,0,0,0,0,0,0,0,14.170038160265456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.CA11C,13775,1996,83.85359324948159,0,0,1.976368590252953,0,0,0,0,0,0,0,0,14.170038160265456,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.592252251200512
016.CA11B,13775,1991,95.2622911990616,3.3791633299872545,0,0,0,0,0,0,0,0,0,0,1.358545470951151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
016.CA11B,13775,1996,95.2622911990616,3.3791633299872545,0,0,0,0,0,0,0,0,0,0,1.358545470951151,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.8839260981229349
017.AZ,8163,1987,90.92406152137748,0.8593475604498221,0.05447161482048553,0.5541803283860207,0,3.703228547332469,0.5954020909528747,0.8906845126052365,0,0.6309453454110293,0,0,0,0,0,1.051575575685049,0,0,0,0.7361029029795342,0,0,0,0,0,0,1534,32.43154403001781
018.62B,9947,1992,68.20461170041413,0,0,10.3020000077625,0,0,0,5.21698124192215,0,16.276407049901223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12.262186455584567
018.62B,9941,1992,68.88712850843494,0,0,9.047627556439716,0,0,0,5.109603537173477,0,16.95564039795187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12.0426066255695
018.3Z,8995,2009,88.7486327489875,2.151511120308235,1.0984814891457515,3.420221519299179,0,1.2098323824164128,0,1.4952306343059292,0,1.8760901055369972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,9.99310149048099
019.DB2E,1311,1997,9.144816788184707,0,0,0,0,0,0,0,0,0,90.85518321181527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019.DB2E,1311,2003,9.144816788184707,0,0,0,0,0,0,0,0,0,90.85518321181527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.054667328654696
019.DB2E,1311,2007,9.144816788184707,0,0,0,0,0,0,0,0,0,90.85518321181527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019.DB2D,1311,1997,56.98605364285925,0,0,0,0,0,0,1.3590572695018035,0,0,33.90173666054036,0,7.753152427098588,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3938923347600138
019.DB2D,1311,2003,56.98605364285925,0,0,0,0,0,0,1.3590572695018035,0,0,33.90173666054036,0,7.753152427098588,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.378623171660048
019.DB2D,1311,2007,56.98605364285925,0,0,0,0,0,0,1.3590572695018035,0,0,33.90173666054036,0,7.753152427098588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019.F2F,1293,1999,59.32251032470992,0,5.316562191020402,0.9570873408540074,0,0,0,0,0,0,9.503843878198891,0,24.899996265216785,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2551918707056177
019.A23Z,10951,2011,48.45916795069338,0,0,0.2675677230849887,0,37.78794698514791,4.559999744260241,8.925317596813482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,137.29675914260295
019.AB1D,10482,1997,84.40846407670277,0,0,6.2461088282903745,0,0,0,2.5253704395467564,0,6.8200566554600925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4.271328355011657
019.DB2C,1311,1997,73.18724050944205,5.070020423023645,2.434624229813772,0,0,0,0,1.844412295313464,0,1.5439267922019784,10.179426733603462,0,5.740349016601632,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.20394565150364816
019.DB2C,1311,2003,73.18724050944205,5.070020423023645,2.434624229813772,0,0,0,0,1.844412295313464,0,1.5439267922019784,10.179426733603462,0,5.740349016601632,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.8355108635328337
019.DB2C,1311,2007,73.18724050944205,5.070020423023645,2.434624229813772,0,0,0,0,1.844412295313464,0,1.5439267922019784,10.179426733603462,0,5.740349016601632,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.20394565150364816
020.A7,11074,1999,70.92295499205406,0,0,5.612205295388901,0,9.503879009228733,12.393015740729393,1.5679449625989157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,138.74336594431162
020.A7,11074,2007,68.3545157060042,1.9899582889055027,0,5.612205295388901,0,7.97597016083896,14.68487901331405,1.3824715355483927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,53.59904680343628
020.221Z,11313,1990,71.74509524036098,0,0,0,0,18.874799765269383,0.09991911309891992,0,0,4.03007089498977,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2501149862809475,0,0,371,45.54469700389696
021.A4Z,11147,1990,73.54510097201008,0,14.965913100059364,0,0,2.496889187470555,0,2.910959989352465,0,6.081136751107534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,40.52464250953624
021.A4Z,11147,1997,73.54510097201008,0,14.965913100059364,0,0,2.496889187470555,0,2.910959989352465,0,6.081136751107534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,11.983093215185448
021.A4Z,11147,2003,73.54510097201008,0,14.965913100059364,0,0,2.496889187470555,0,2.910959989352465,0,6.081136751107534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,25.709181807125145
021.A4Z,11147,2007,73.54510097201008,0,14.965913100059364,0,0,2.496889187470555,0,2.910959989352465,0,6.081136751107534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,42.9938859599381
021.A51,10926,1990,95.871630246608035,2.1335752127299297,0.08312630698947777,0.19940840594057063,0,0,0.09117842789444144,0,0,1.6210813998375366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,6.588940306879387
021.B6BZ,10940,1990,82.54021847517564,0,8.3860613468209,1.512624335694558,0,3.158053486576585,0,4.403042355732328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2.3756708213430624
021.D5AC,8373,1997,73.9886995475317,0,10.199671341422237,0,0,0,0,0,0,0,10.03196542331675,0,5.779663687729329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19214431735224005
022.1C7,11078,1990,83.89977253229019,0,13.933774625937614,0,0,1.1113647275503538,0,1.055088114221848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.849979049356444
022.1C6,11078,1990,72.43591813016529,0,3.887418216253444,0,0,23.67666365358127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.4584188405814222
022.1C5,11078,1990,67.5296167030098,0,10.52627202674078,0,0,21.94411127024943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6.763767974170282
022.22Z,11592,1990,75.25605266653133,0,0,0.6232473517626097,0,0,0,10.384198035780964,0,11.2806016454532,2.4559003004718836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4.686940316312803
022.22Z,11592,1996,75.25605266653133,0,0,0.6232473517626097,0,0,0,10.384198035780964,0,11.2806016454532,2.4559003004718836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4.440259247033182
022.22Z,11592,2003,75.25605266653133,0,0,0.6232473517626097,0,0,0,10.384198035780964,0,11.2806016454532,2.4559003004718836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,17.761036988132727
022.22Z,11592,2007,75.25605266653133,0,0,0.6232473517626097,0,0,0,10.384198035780964,0,11.2806016454532,2.4559003004718836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,19.98116661164932
022.1C8,11078,1990,68.63913413565787,0,13.871785472416729,0,0,17.489080391925395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.239596715443509
023.B2B,1230,2001,78.58850321477517,0.21252566163911807,3.1940047734821384,3.281351707716017,0,0,0,11.539253267164783,0,2.0670253269019288,1.1173360483208434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,8.632357825861446
023.A12E,11373,1990,88.40861913299362,0,0.6165710214192194,0,0,4.077805758264033,0,2.2695061001175523,0,4.627497987205572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.3168926919528348
023.A12F,11373,1990,83.1929209720568,0,5.7975442906941215,2.7063936992161435,0,0,0,8.303141038032939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.7769514275948906
023.B2A3,1230,2001,85.47420907077894,0,1.8750415778352916,0.6782334884516573,0,0,0,0,0,11.972515862934111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,143.74258503189932
024.62Z,21934,1990,3.882402186804335,0,0,0.8414566856722457,0,0.14682285489589214,0,0,0,95.12931827262751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,22.53286784355105
024.52Z,21894,1977,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1978,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1979,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1980,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1981,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1982,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1983,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1984,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
024.52Z,21894,1985,0,0,0,0,0,0,0,9.59046443309598,0,57.22357755146309,24.99497888453577,0,8.190979130905166,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.521852761459902
